Application mode,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
8,0,0,1,0,1,19,6,5,11,6,5,12.8,3
8,1,0,1,0,1,19,6,6,12.3333333333333,6,5,12.4,1
15,0,0,1,0,1,21,6,6,14.8333333333333,6,6,12.5714285714285,3
13,0,0,1,0,0,29,10,9,11.5555555555555,11,10,11.9,2
1,1,0,1,0,1,20,6,6,12,6,6,11.8333333333333,3
16,1,1,1,0,1,21,13,11,12.7272727272727,11,10,12.6,3
14,0,0,1,0,0,34,2,2,10.5,1,1,11,1
1,1,0,1,0,0,20,6,6,12.3333333333333,6,6,12,3
12,0,0,1,1,0,24,5,0,0,5,1,12,1
1,0,0,1,1,0,18,7,7,14.8428571428571,8,8,14.3888888888888,3
1,0,0,1,1,0,19,7,7,12.2,7,7,12.2,2
1,0,0,1,1,1,18,5,4,10.8,5,4,11.75,2
12,0,0,1,1,0,28,5,4,12.75,5,5,14.3333333333333,2
12,0,0,1,1,0,28,5,2,11,5,1,12,1
8,0,0,1,1,0,20,6,4,10.75,6,0,0,1
14,1,0,1,1,0,22,8,8,12.55375,8,8,12.55375,3
1,1,0,1,1,0,19,8,7,12.6657142857142,8,7,12.6657142857142,3
1,1,0,1,1,0,20,6,6,12.7142857142857,6,4,13,2
12,0,0,1,1,0,26,7,2,11.75,5,0,0,1
1,1,0,0,1,0,21,6,3,11,6,0,0,1
7,1,0,1,1,0,18,0,0,0,0,0,0,3
8,1,0,1,1,0,18,5,5,13.4,5,5,12.2,3
1,1,0,1,1,0,22,17,17,12.578947368421,17,17,12.1176470588235,3
12,0,0,1,1,0,36,5,0,0,5,0,0,1
1,1,0,1,1,1,20,6,6,12,6,6,11.5,3
8,0,0,1,1,0,20,6,3,12.3333333333333,6,0,0,1
12,0,0,1,1,0,25,5,4,11.5,5,3,13.5,1
12,0,0,1,1,0,35,6,5,12.8,6,5,13.8333333333333,3
1,0,0,1,1,0,22,0,0,0,0,0,0,1
14,0,0,1,1,0,26,7,7,13.2857142857142,8,7,12.1428571428571,2
15,0,1,0,1,0,20,6,4,11.8,6,2,12,1
14,0,0,1,1,0,50,13,6,11.3333333333333,11,2,13.5,1
1,0,0,1,1,0,20,8,5,12.002,8,5,12.002,1
1,0,0,1,1,0,20,7,5,13.9766666666666,8,8,13.2222222222222,2
4,0,0,0,1,0,35,6,5,15.2,6,1,11,1
1,0,0,1,1,1,19,6,6,13.1428571428571,6,6,14.1666666666666,3
12,0,0,1,1,0,43,5,0,0,5,0,0,1
8,0,0,1,1,0,19,8,7,13.8671428571428,8,7,13.8671428571428,3
12,0,0,1,1,0,25,8,6,12.675,8,6,12.675,3
7,1,0,1,1,0,19,0,0,0,0,0,0,3
8,1,0,1,1,1,20,6,6,12,6,6,12.5,2
1,1,0,1,1,0,22,0,0,0,0,0,0,1
1,0,0,1,1,1,19,6,6,11,6,5,12.2,1
12,0,0,1,1,0,32,5,4,10.75,5,4,11.3333333333333,1
12,1,0,1,1,0,57,6,5,14.2,6,6,14.1666666666666,3
1,0,0,0,1,0,20,7,4,12.6,7,4,11.575,1
12,1,0,0,1,0,38,5,0,0,5,0,0,1
12,0,0,1,1,0,45,5,5,14,5,5,14.1666666666666,3
12,0,1,0,1,0,43,6,2,10,6,4,12.25,1
8,1,0,1,1,0,19,6,6,13.8333333333333,6,6,13.125,3
12,0,0,0,1,0,49,5,2,11,5,1,11,1
12,1,0,1,1,0,43,8,7,11.6357142857142,8,7,11.6357142857142,2
12,0,0,1,1,0,34,6,4,12.25,5,0,0,1
8,1,1,1,1,0,18,5,4,12.5,5,5,11.2857142857142,2
12,0,0,1,1,0,43,5,5,13.8,5,5,13.6666666666666,3
1,0,0,1,1,0,21,6,3,12,6,1,11,1
12,0,0,1,1,0,40,5,3,11,5,4,12.5,2
8,1,0,1,1,1,19,6,4,13.75,6,6,11.5555555555555,3
1,0,0,1,1,0,27,6,6,10.6666666666666,6,4,11.25,2
13,0,0,1,1,0,43,7,0,0,8,2,13.15,1
14,0,0,1,1,0,31,5,5,13.8333333333333,5,5,15.4,3
15,1,1,1,1,0,26,6,0,0,6,0,0,2
12,0,0,1,1,0,34,5,5,15.8,5,5,16.8,3
14,0,0,1,1,0,30,14,12,12.5260869565217,14,12,12.5260869565217,3
12,0,0,1,1,0,36,7,6,12.7833333333333,8,0,0,1
4,0,1,0,1,0,46,5,0,0,5,1,10,1
8,0,0,1,1,0,22,5,3,13,5,3,10.6666666666666,3
4,0,0,1,1,0,27,6,0,0,6,0,0,1
1,1,0,1,1,0,20,5,5,10.8,5,3,12,2
16,0,0,1,1,0,20,5,5,11,5,3,10,2
13,0,1,0,1,0,31,4,0,0,5,0,0,1
1,1,1,1,1,0,20,5,0,0,5,0,0,2
8,1,0,0,1,0,21,6,2,12,6,0,0,1
8,0,0,1,1,0,21,5,4,10.75,5,2,11,1
1,0,0,1,1,0,19,5,5,11.6,5,4,13.5,3
8,1,0,1,1,1,20,5,5,11.8,5,4,11.6,3
1,0,0,1,1,0,18,6,6,16,6,6,15.1666666666666,3
1,0,0,1,1,1,18,6,6,12.6666666666666,6,6,11.5,3
12,0,1,1,1,0,30,7,4,14.4,7,6,13.5,2
12,0,1,0,1,0,34,6,0,0,6,0,0,1
8,0,1,0,1,0,21,6,4,12.25,6,4,13.4,2
15,0,0,1,1,0,20,7,5,12.6,9,8,12.75,1
1,0,0,1,1,0,18,8,7,13.4,8,7,13.4,3
1,1,1,1,1,0,21,0,0,0,0,0,0,1
13,0,0,1,1,0,26,6,1,10,6,0,0,1
8,1,1,1,1,0,20,5,0,0,5,0,0,1
15,0,0,1,1,0,25,6,3,11.25,6,4,11.2,1
8,0,0,1,1,0,19,5,0,0,5,0,0,2
12,1,0,1,1,0,24,5,3,10.6666666666666,5,1,14,1
1,0,0,1,1,0,20,5,4,11.75,5,5,13.4,3
1,0,0,1,1,0,20,5,0,0,5,0,0,1
3,1,0,1,0,0,18,6,6,12.6666666666666,6,6,14.125,3
12,0,0,1,0,0,25,7,7,11.95,8,7,12.0428571428571,2
8,1,0,1,0,0,22,6,5,14,6,6,15.6666666666666,3
14,0,0,0,0,0,41,6,0,0,6,0,0,1
1,0,1,1,0,1,19,5,2,11.5,5,0,0,1
14,1,0,1,0,0,21,6,6,12,6,5,12.8,3
12,1,1,1,0,0,30,6,6,16.4285714285714,6,6,16.6666666666666,1
1,1,0,1,0,1,21,7,5,13.336,8,7,13.2071428571428,3
12,0,0,1,0,1,26,7,0,0,8,0,0,2
6,0,0,1,0,0,21,7,7,14.6666666666666,6,6,14,3
1,1,0,1,0,0,18,8,7,14.1157142857142,8,7,14.1157142857142,3
1,1,0,1,0,1,19,6,6,14.8571428571428,6,6,13.1111111111111,3
1,1,0,1,0,1,18,6,6,13.8333333333333,6,6,13.7142857142857,3
8,1,0,1,0,0,19,5,3,11,5,4,11.75,2
14,0,0,1,0,0,21,6,4,11.75,6,3,13.6666666666666,2
8,1,0,1,0,1,18,5,2,10,5,2,12,1
12,1,0,1,0,1,24,8,6,12.415,8,6,12.415,3
1,1,0,1,0,0,21,5,1,11,5,2,10.5,2
15,1,0,1,0,0,23,6,5,14.4285714285714,6,6,13.4285714285714,3
8,1,0,1,0,1,18,8,7,14.3128571428571,8,7,14.3128571428571,3
12,0,0,0,0,0,26,6,6,15.4285714285714,6,5,14.5,2
1,1,0,1,0,0,20,5,4,12,5,5,13.4,3
1,0,0,1,0,0,18,6,6,13.8333333333333,6,6,13.7142857142857,3
1,1,0,1,0,0,20,6,6,12.1666666666666,6,6,12.1428571428571,3
1,1,0,1,0,0,20,8,7,14.0142857142857,8,7,14.0142857142857,2
8,1,0,1,0,0,18,6,2,10.3333333333333,6,3,13.3333333333333,2
1,1,0,1,0,1,22,6,5,13.2,6,5,13.6,3
1,1,1,1,0,0,20,7,6,15.4,7,6,15.4,3
8,1,0,1,0,1,19,7,7,13.3857142857142,8,8,15.925,3
1,1,1,1,0,0,18,6,6,10.8571428571428,6,4,11,1
8,0,0,1,0,0,18,5,5,11.3333333333333,5,5,12,3
1,1,0,1,0,1,19,5,4,14.5,5,5,13.6,3
1,1,0,1,0,1,19,6,6,14.1666666666666,6,6,12.375,3
8,0,0,1,0,0,24,6,6,12.8333333333333,6,6,12,3
1,0,0,1,0,0,21,6,6,13.3333333333333,6,6,14.5,3
1,1,0,1,0,1,20,6,6,13.6666666666666,6,6,14.5714285714285,3
12,0,1,0,0,1,28,6,6,10.8333333333333,6,5,11,1
1,1,0,1,0,0,21,6,6,13.4285714285714,6,6,13.1428571428571,3
1,1,1,1,1,0,20,7,7,12.4014285714285,8,6,11.8083333333333,2
13,0,0,0,1,0,36,6,0,0,6,0,0,1
12,0,0,0,1,0,42,4,0,0,5,0,0,1
12,0,0,1,1,0,47,5,4,11.5,5,5,11.6,1
12,0,0,0,1,0,25,5,0,0,5,0,0,1
12,0,0,1,1,1,25,6,6,14.1428571428571,6,6,13.5,3
12,0,0,1,1,0,48,6,0,0,5,0,0,1
14,0,0,1,1,1,32,10,10,13.8,10,10,12.8,3
4,0,0,1,1,0,38,10,10,13.6,10,5,13.6,1
4,0,0,1,1,0,37,16,15,11.7333333333333,11,9,11.8888888888888,3
12,0,0,0,1,0,26,5,1,10,5,1,10,1
15,0,0,1,1,0,23,6,0,0,6,0,0,1
15,0,0,1,1,0,23,6,0,0,6,0,0,2
15,0,0,1,1,0,20,6,4,10.8,6,4,12,2
12,1,0,1,1,0,26,7,6,13.0466666666666,8,7,13.30625,1
14,0,0,1,0,0,45,9,8,11,7,6,10.8333333333333,2
12,1,0,1,0,1,26,6,3,12.3333333333333,6,3,11.6666666666666,2
14,0,0,1,0,0,26,11,10,11.8,7,7,13.2857142857142,3
12,0,0,1,0,0,25,5,3,11,5,3,11.25,2
7,1,0,1,0,0,18,8,8,13.11,8,8,13.11,3
4,1,0,1,0,0,27,8,7,14.4142857142857,8,7,14.4142857142857,3
8,0,0,0,0,0,24,5,0,0,5,0,0,1
8,1,0,1,0,0,20,5,5,12.3333333333333,5,5,12.2,3
1,1,0,1,0,1,18,7,0,0,7,1,10,1
8,1,0,1,0,1,18,7,7,14.1,8,8,13.3125,3
1,1,0,1,0,0,18,8,8,13.045,8,8,13.045,3
1,1,0,1,1,0,19,8,5,12.858,8,5,12.858,2
13,1,0,1,0,1,19,8,8,14.2525,8,8,14.2525,3
1,0,0,1,0,1,19,7,5,14.06,7,7,11.2428571428571,2
1,1,0,1,0,0,18,8,7,15.0757142857142,8,7,15.0757142857142,3
8,1,0,1,0,1,18,0,0,0,0,0,0,2
14,1,0,1,0,0,19,5,4,13.75,6,5,12.6,2
4,1,0,1,0,0,23,17,17,13.15,12,12,13.2142857142857,3
1,1,0,1,0,1,21,6,5,12.3333333333333,6,5,11.8,3
1,1,0,1,0,1,18,7,7,13.7785714285714,8,8,13.1222222222222,3
1,1,1,0,0,0,20,6,3,10.3333333333333,6,1,11,1
14,1,0,1,0,0,23,6,3,11.3333333333333,6,2,11,2
1,1,0,1,0,0,20,6,5,13.2,6,6,12.6666666666666,2
1,0,0,1,0,1,18,6,6,13.5714285714285,6,6,12.375,3
1,0,0,1,0,0,29,11,11,12.75,7,7,13.4285714285714,3
12,1,0,1,1,0,28,6,3,13,6,1,12,1
1,1,0,1,1,0,19,5,3,11.3333333333333,5,4,11,2
12,0,1,0,1,0,24,6,0,0,6,0,0,1
12,0,1,1,1,1,33,0,0,0,0,0,0,1
8,1,0,0,1,0,19,5,2,12.5,5,1,11,1
1,0,0,1,1,0,19,6,6,14.8571428571428,6,6,14.1428571428571,3
12,0,0,1,1,0,37,9,8,12,7,7,11.5714285714285,3
1,1,1,0,1,1,18,0,0,0,0,0,0,3
12,0,0,1,1,0,29,5,0,0,5,0,0,2
12,0,0,1,1,0,37,7,7,12.8285714285714,8,8,12.6875,3
12,0,0,1,1,0,36,7,0,0,8,0,0,1
1,1,0,1,1,0,19,6,6,13.3333333333333,6,5,14,3
13,1,0,1,1,1,33,14,14,13.0728571428571,14,14,13.0728571428571,3
13,0,0,0,1,0,34,7,5,12,7,3,11,1
1,1,0,1,0,0,18,6,6,15.5,6,6,16,3
15,1,0,1,0,0,20,6,0,0,6,0,0,1
1,0,0,1,0,1,19,6,6,14.7142857142857,6,6,15.1666666666666,3
1,1,0,1,0,0,20,6,6,16.7142857142857,6,6,15.3333333333333,3
1,1,0,1,0,1,19,6,6,10.8571428571428,6,6,11.6666666666666,3
1,1,0,1,0,0,19,7,6,11.6583333333333,8,6,12.4166666666666,3
9,1,0,1,0,1,22,6,5,11.6,6,6,12,3
1,1,0,1,0,0,18,6,6,14.625,6,6,14.1428571428571,2
1,0,0,1,0,1,18,6,6,12.1666666666666,6,6,12.6666666666666,3
1,1,0,1,0,0,19,7,4,13.375,7,6,12.1166666666666,2
1,0,0,1,0,1,19,6,6,12.5,6,6,12.8333333333333,3
12,1,1,0,0,0,31,7,5,12.56,7,5,12.56,1
8,1,0,1,0,0,18,7,7,13.19,8,8,14.23125,3
1,0,1,1,0,1,19,6,3,11,6,4,11.25,3
1,1,0,1,0,0,18,0,0,0,0,0,0,3
8,0,0,1,0,1,19,6,5,11.6,6,6,11.7142857142857,3
1,0,0,1,0,0,19,7,6,14.2666666666666,7,6,14.2666666666666,3
1,0,0,1,0,1,19,5,4,11,5,4,13.8571428571428,2
4,0,0,1,0,0,30,10,9,12.6666666666666,7,7,12.4285714285714,3
14,1,0,1,0,0,18,6,0,0,6,3,11,2
9,1,0,1,0,0,18,8,7,12.7714285714285,8,7,12.7714285714285,3
9,1,0,1,0,0,21,5,0,0,5,0,0,1
15,0,0,1,0,1,19,6,6,15.5,6,6,13.5714285714285,3
8,1,0,1,0,1,19,6,6,13.2857142857142,6,5,14.6,2
1,1,0,1,0,0,19,7,5,11.7166666666666,7,5,13.7,2
8,1,0,1,0,0,19,6,6,11.3333333333333,6,4,13.75,1
1,1,0,1,0,1,19,6,6,13.3333333333333,6,5,13.4,3
12,0,0,1,0,1,39,5,4,12.3333333333333,5,2,10,3
1,1,0,1,0,0,18,6,6,12.3333333333333,6,6,12.8333333333333,2
8,1,0,1,0,0,20,0,0,0,0,0,0,1
8,1,0,1,0,0,19,5,5,12.6,5,4,11.6,3
8,1,0,1,0,0,18,5,5,12.6,5,4,11,2
12,0,1,0,0,0,34,6,6,14.3333333333333,6,6,12.8333333333333,2
1,0,0,1,0,0,22,5,3,12,5,2,11,2
12,1,0,1,0,0,24,6,6,14.8571428571428,6,5,13.6,3
14,0,0,1,0,0,34,15,12,11.9166666666666,13,11,13.1818181818181,3
12,1,0,1,0,0,46,5,0,0,5,0,0,1
12,0,0,1,0,0,50,5,3,13.3333333333333,5,5,12.2,2
12,0,0,0,0,0,37,5,0,0,5,0,0,1
1,1,0,1,0,0,18,6,6,17,6,6,15.5,3
12,0,0,1,0,1,25,6,3,11.6666666666666,6,2,11.3333333333333,2
12,0,0,1,0,0,46,19,19,12.2105263157894,13,13,11.3846153846153,3
12,0,0,1,0,1,30,6,6,13,6,5,12.8571428571428,3
1,0,1,0,0,0,37,5,0,0,5,0,0,1
12,0,0,1,0,0,50,5,2,10.5,5,3,11,2
15,1,0,1,0,0,20,6,6,13.5714285714285,6,6,12.7142857142857,3
12,0,0,1,0,0,39,3,1,14,2,0,0,1
12,0,0,0,0,0,53,5,0,0,4,0,0,1
13,1,0,1,0,0,54,15,13,12.4615384615384,13,10,11.1,1
15,1,0,1,0,0,19,6,4,14.4,6,5,13,3
9,1,0,0,0,0,20,6,0,0,6,0,0,1
1,1,1,1,0,0,18,6,6,14.3333333333333,6,6,14.1666666666666,3
17,0,1,1,0,0,21,13,11,11.9090909090909,11,11,10.7272727272727,3
9,1,0,1,0,0,18,6,6,13.7142857142857,6,6,14.375,3
1,1,1,1,0,0,19,7,0,0,8,0,0,1
8,1,0,1,0,1,18,7,5,13.46,7,7,12.2375,1
1,1,0,1,0,0,19,6,6,15,6,6,13.3333333333333,3
1,1,0,1,0,1,18,0,0,0,0,0,0,1
1,1,0,1,0,0,19,6,5,13.4,6,5,12.8,3
14,1,0,1,0,0,48,6,5,13,6,4,12.5,2
14,0,1,1,0,0,34,6,4,11.25,6,4,13.75,3
1,0,0,1,0,0,18,5,5,12.6,5,5,11.6,3
12,0,0,1,0,0,50,6,6,12.6666666666666,6,6,11.8333333333333,3
14,0,1,1,0,0,41,21,21,12.3333333333333,19,19,12.1052631578947,3
8,1,0,1,0,1,22,6,5,12,6,5,11,1
12,0,0,1,0,0,43,5,5,16.4,5,5,16.6,3
12,0,0,1,0,0,50,1,0,0,6,0,0,1
12,0,0,1,0,0,60,6,6,12.75,6,4,14.75,3
12,0,0,1,0,0,41,5,4,14.5,5,5,13,2
12,0,0,1,0,0,47,5,5,14.8,5,5,14.4,3
1,0,0,1,0,0,22,17,17,10.3684210526315,17,17,11.5,3
12,0,0,1,0,0,41,7,0,0,8,0,0,1
14,0,0,1,0,0,28,10,6,10.6666666666666,10,9,11.3333333333333,2
13,0,0,1,0,0,32,15,13,12.6923076923076,15,13,12.3846153846153,3
12,1,0,1,0,0,50,5,0,0,5,0,0,1
16,0,0,1,0,0,53,15,15,11.8,13,12,11.6666666666666,2
12,0,1,0,0,0,54,7,0,0,5,0,0,1
12,0,0,1,0,0,49,6,5,12.3333333333333,6,4,11.5,2
13,0,0,1,0,0,34,12,11,13,13,8,11.875,1
12,0,0,1,0,0,45,6,4,12.5,6,3,11.6666666666666,1
12,0,0,1,0,1,47,6,5,12.2,6,4,11.25,3
14,1,0,1,0,0,22,10,8,11,7,5,11.2,2
12,0,0,1,0,0,33,5,1,10,5,2,12,1
12,0,0,1,0,1,43,6,6,12.3333333333333,6,6,11.5,3
4,0,0,1,0,0,54,13,13,14.3076923076923,12,12,15.2307692307692,3
12,0,0,1,0,0,39,11,11,14.4545454545454,8,8,13.5,3
12,0,0,1,0,0,39,5,5,11,5,5,13.2,3
1,0,0,1,0,1,18,6,6,13.1428571428571,6,6,12.8333333333333,3
8,0,0,1,0,1,19,6,6,13.75,6,6,11.8571428571428,3
8,1,0,1,0,1,18,6,6,14,6,5,13.8,3
12,0,0,1,0,0,44,8,8,13.75,6,6,12.5,3
12,0,0,1,0,0,27,5,0,0,5,0,0,1
1,1,0,1,0,1,18,6,6,13.1666666666666,6,6,12.4285714285714,3
14,0,0,1,0,0,45,12,9,12.4444444444444,7,6,12,1
8,1,0,1,0,0,20,6,6,12.6666666666666,6,5,13,3
1,0,0,1,0,0,40,6,6,11.3333333333333,6,6,10.5,3
12,0,0,1,0,0,40,5,4,11.25,5,5,12,2
14,0,0,1,0,0,18,7,7,13.6125,8,8,14.575,3
9,1,0,1,0,0,21,8,7,12.4142857142857,8,7,12.4142857142857,3
8,1,0,1,0,0,20,0,0,0,0,0,0,3
14,0,0,1,0,0,36,12,11,11.5,12,12,11.4375,2
4,0,0,1,0,0,27,5,0,0,6,0,0,1
12,0,0,1,0,0,32,7,7,11,8,8,13.125,3
8,1,0,1,0,1,18,6,6,14,6,6,13.5,3
12,0,0,1,0,0,37,6,4,12,6,3,12,1
8,1,0,1,0,0,19,6,6,12.5,6,6,12.5,3
12,0,0,1,0,1,41,6,6,11.3333333333333,6,6,11.3333333333333,3
1,0,0,1,0,1,18,7,6,14.0666666666666,7,6,14.0666666666666,3
14,0,0,1,0,0,21,9,8,13.5555555555555,7,7,13.5714285714285,3
15,1,1,0,0,0,23,6,5,11.6,6,4,12.25,1
8,1,0,1,0,0,18,6,0,0,6,0,0,1
1,1,0,1,0,0,18,8,8,13.27625,8,8,13.27625,3
14,0,0,1,0,0,21,6,0,0,6,0,0,1
1,1,0,1,0,0,19,6,6,14.375,6,6,14.75,3
12,0,0,1,0,0,47,5,0,0,5,0,0,1
12,0,0,1,0,1,48,6,6,10.6666666666666,6,5,11.8,2
4,0,0,1,0,0,39,13,12,13.4166666666666,10,10,14.5,3
1,1,0,1,0,0,19,7,6,12.9716666666666,8,7,12.3214285714285,3
14,0,0,1,0,0,38,15,14,10.9285714285714,14,12,11.8333333333333,1
12,0,1,0,0,0,27,6,0,0,6,0,0,1
1,1,0,1,0,1,18,0,0,0,0,0,0,3
12,0,0,1,0,0,34,6,4,13.25,6,0,0,2
12,0,0,1,0,0,48,6,6,11.3333333333333,6,5,12.4,1
12,0,0,1,0,0,25,5,1,11,5,0,0,1
12,0,0,1,0,1,32,8,7,12.7571428571428,8,7,12.7571428571428,3
1,0,0,1,0,1,18,6,6,14.5,6,6,14.6666666666666,3
15,0,1,1,0,0,20,6,6,13.8333333333333,6,6,14.5714285714285,3
1,1,0,1,0,0,20,5,4,11.25,5,5,10.4,3
1,1,0,1,0,0,20,0,0,0,0,0,0,1
1,1,0,1,0,0,19,8,1,13.67,8,1,13.67,2
12,1,0,1,0,0,39,5,0,0,5,2,12.5,1
1,1,1,1,0,0,29,5,1,13,5,0,0,1
12,0,1,1,0,0,36,5,0,0,5,0,0,1
1,1,0,1,0,0,18,8,7,11.9714285714285,8,7,11.9714285714285,3
12,0,0,1,0,0,51,6,0,0,6,0,0,1
14,0,1,1,0,0,23,6,1,16,6,4,12.25,1
15,1,0,1,0,0,21,6,0,0,6,0,0,1
14,1,0,0,0,0,28,6,4,12.75,5,0,0,1
12,0,0,1,0,0,34,5,4,11,5,4,10.75,2
12,0,0,1,0,0,41,2,0,0,6,0,0,1
12,0,0,1,0,1,43,6,5,12.2,6,6,12.3333333333333,3
12,1,0,1,0,0,28,7,7,12.4285714285714,8,8,12.3,2
1,0,0,1,0,1,19,12,12,14.5,11,11,13.5833333333333,3
12,0,0,1,0,0,26,12,6,13,12,11,13.8333333333333,3
1,1,0,1,0,0,18,7,7,11.7142857142857,8,8,12.75,3
12,0,0,1,0,0,45,7,4,10.25,7,3,13,1
15,0,0,1,0,0,19,6,0,0,6,0,0,1
8,0,0,1,0,0,20,6,6,12.375,6,6,13.1428571428571,3
1,0,0,1,0,0,18,6,6,12.6666666666666,6,6,12,3
12,1,0,1,0,0,27,6,3,10.5,6,1,12,1
1,0,0,1,0,0,20,6,6,14.125,6,5,12.6,3
1,1,0,1,0,0,18,6,6,14.6666666666666,6,6,13.8333333333333,3
12,0,0,1,0,0,35,5,5,11.4,5,3,12.3333333333333,2
12,0,0,1,0,0,26,0,0,0,0,0,0,1
12,1,0,1,0,1,39,6,6,14,6,5,14.8,3
1,1,0,1,0,0,18,0,0,0,0,0,0,3
4,0,0,1,0,0,36,7,0,0,7,0,0,1
12,0,0,1,0,0,38,11,11,12.6363636363636,8,8,11,3
12,0,0,1,0,0,45,6,3,12.3333333333333,6,2,11,1
12,0,0,1,0,0,62,6,6,15,6,6,12.8333333333333,3
1,1,0,1,0,1,20,6,4,11.75,6,6,12.6666666666666,3
1,1,0,1,0,0,18,8,7,14.1371428571428,8,7,14.1371428571428,3
9,0,0,1,0,0,18,6,2,12,6,1,11,1
1,0,0,1,0,0,23,5,5,10.8,5,4,11.5,3
1,1,1,1,0,1,19,6,6,13.2857142857142,6,6,12.5,1
8,1,1,1,0,1,19,5,5,13.6,5,5,12.6,3
13,0,0,1,0,0,18,7,7,13.55,8,8,14.1875,3
8,1,0,1,0,0,18,8,0,0,8,0,0,2
12,0,0,1,0,0,41,6,4,13.5,6,6,11.1666666666666,3
12,0,0,1,0,1,51,6,5,11.6,6,5,14.2,3
14,1,0,1,0,0,24,10,10,12.5,7,4,12.6,3
12,0,0,1,0,0,25,5,1,11,5,2,12.6666666666666,1
3,0,0,1,0,0,18,5,3,12,5,4,13,2
7,1,0,1,0,0,20,5,4,11.6,5,3,12.3333333333333,3
1,1,0,1,0,0,19,0,0,0,0,0,0,1
14,0,0,1,0,0,41,10,10,14.6363636363636,10,10,14.6,3
1,1,0,1,0,1,19,6,6,13,6,6,12.1666666666666,3
13,0,0,1,0,0,28,18,14,12.7857142857142,17,16,13.875,1
1,1,0,1,0,0,21,6,6,14.5,6,5,12,3
1,1,0,0,0,0,22,5,4,14.6,5,4,12.75,1
8,1,0,0,0,0,18,6,6,12.5,6,6,12.1666666666666,3
1,1,0,1,0,1,19,6,6,14,6,6,13.125,3
8,1,0,1,0,1,19,7,7,13.8014285714285,8,8,14.575,3
4,0,1,0,0,0,25,6,6,14.4285714285714,6,6,13.6666666666666,3
13,1,0,1,0,1,18,7,6,14.35,7,6,14.35,3
8,1,0,1,0,0,19,6,6,14.3333333333333,6,6,13.5,3
14,1,0,1,0,0,20,6,4,12.25,6,4,11.5,2
12,0,0,1,0,0,46,6,6,13.3333333333333,6,6,11.8333333333333,3
8,1,0,0,0,0,19,12,12,13,11,11,13.25,3
1,1,0,1,0,0,18,6,4,11.75,6,5,11.2,2
1,1,0,1,0,1,18,6,6,14.5,6,4,13,3
9,1,0,1,0,1,19,8,7,11.82,8,7,11.82,3
1,1,0,1,0,0,20,6,0,0,6,0,0,1
12,0,0,1,0,1,38,6,5,12.4,6,6,12.6666666666666,3
8,1,0,1,0,0,18,6,6,12.5714285714285,6,6,11.8571428571428,3
8,1,0,1,0,1,18,7,7,13.8571428571428,8,8,14.9,3
8,1,0,1,0,0,18,6,5,11.8333333333333,6,5,13.8,3
8,0,0,1,0,0,20,5,4,11,5,4,11.5,2
1,1,0,1,0,0,19,6,6,14.6666666666666,6,6,13.6666666666666,3
12,0,0,0,0,0,37,4,0,0,5,0,0,1
12,0,0,1,0,0,24,8,7,12.7142857142857,8,7,12.7142857142857,2
1,1,0,1,0,0,19,7,7,13.4222222222222,8,7,12.1888888888888,3
1,1,0,1,0,1,19,6,6,14,6,5,12.2,1
8,1,0,1,0,1,19,7,7,12.1428571428571,8,8,13.375,1
8,1,1,1,0,1,18,5,5,12.8,5,5,13,3
1,1,0,1,0,1,18,7,7,14.5728571428571,8,8,14.9555555555555,3
1,0,0,1,0,0,18,5,4,11.25,5,4,11,3
8,1,0,1,0,1,19,5,2,10,5,4,11.75,2
1,1,0,1,0,0,18,6,5,14.4,6,4,14.6,1
1,1,0,1,0,0,20,7,7,12.9828571428571,8,8,14.4625,3
8,1,0,1,0,0,20,6,6,15.75,6,6,13,3
1,0,0,1,0,0,18,6,5,12.2857142857142,6,3,14,1
7,1,0,1,0,0,20,7,6,13.755,8,7,13.5714285714285,3
8,1,0,1,0,1,18,6,6,13.8333333333333,6,6,13.5,3
1,1,0,1,0,0,19,7,0,0,8,0,0,1
1,1,0,1,0,0,18,7,7,14.7111111111111,8,8,14.6277777777777,3
17,1,0,1,0,0,20,11,11,14.6153846153846,9,9,13.7,3
1,0,0,1,0,0,18,7,7,13.6771428571428,8,8,14.5333333333333,3
7,1,0,1,0,1,19,5,5,13.1666666666666,5,5,12.8,3
8,1,0,1,0,0,19,6,5,10.8,6,5,11.3333333333333,3
8,0,0,1,0,0,19,5,3,12,5,5,12.8333333333333,3
1,0,0,1,0,0,18,7,6,13.9583333333333,8,8,14.71875,3
8,1,0,1,0,0,19,6,4,13,6,4,12.25,1
1,1,0,1,0,1,24,0,0,0,0,0,0,3
1,1,0,1,0,1,18,0,0,0,0,0,0,3
1,1,0,1,0,1,18,8,7,14,8,7,14,3
1,1,0,1,0,0,18,6,6,12.5714285714285,6,6,12.5714285714285,2
1,1,0,1,0,0,19,6,4,12,6,3,11.3333333333333,1
12,0,0,1,0,1,35,8,8,13.625,7,7,14,3
8,1,0,1,0,0,19,5,4,12.5,5,4,10,3
4,0,0,1,0,0,28,15,14,12.4285714285714,14,11,11.9090909090909,1
14,0,0,1,0,0,21,7,7,13.3875,8,8,15.9,3
9,1,0,1,0,1,19,7,6,12.6483333333333,8,8,12.2055555555555,3
